MD_EARN_WNE_P10,CCBASIC,CCSIZSET,CCUGPROF,TUITIONFEE_OUT,APPL_SCH_PCT_GE5,FEMALE,PFTFTUG1_EF,ZIP,GT_THRESHOLD_1YR,VETERAN,MARRIED,COMPL_RPY_1YR_RT,COMP_ORIG_YR6_RT,DEP_COMP_ORIG_YR4_RT,WDRAW_ORIG_YR2_RT,NOT1STGEN_COMP_ORIG_YR2_RT,UG25ABV
89548.0,24.0,8.0,13.0,15775.0,,,0.2439,10901-4003,,,,,0.5,,,,0.1471
26249.0,-2.0,-2.0,-2.0,,,,0.5,14221,,,,0.5,,,,,0.5385
40805.0,26.0,9.0,3.0,15973.0,0.0340314136,0.7984293194,0.2041,43229,201.0,,0.2696335079,0.359832636,0.726775956284,0.59375,0.12380952381,,0.8445
27446.0,-2.0,-2.0,-2.0,,,0.9749373434,0.6875,44060,67.0,,0.1002506266,0.5480427046,0.755980861244,0.785714285714,0.14358974359,,0.4318
37507.0,-2.0,-2.0,-2.0,,0.0328185328,0.8359073359,1.0,97305,241.0,,0.3204633205,0.4349030471,0.667883211679,0.72,,,0.6314
21410.0,24.0,6.0,5.0,4220.0,,0.4466666667,0.1176,00928,,,0.6066666667,,0.239130434783,,0.55,,0.878
20691.0,-2.0,-2.0,-2.0,7050.0,,0.6172839506,1.0,00907,,,0.1358024691,,0.608695652174,,,,0.6925
40648.0,10.0,2.0,3.0,,0.0534055728,0.8738390093,0.9094,75052-3831,404.0,,0.2105263158,0.3548387097,0.741784037559,0.779569892473,0.160075329567,0.678571428571,0.5362
38991.0,7.0,3.0,1.0,12636.0,0.0713224368,0.5170876672,0.4158,77705,306.0,0.0074294205,0.1136701337,0.5244956772,0.289817232376,0.292452830189,0.461038961039,0.3125,0.2324
42375.0,-2.0,-2.0,-2.0,16757.0,0.0190779014,0.0779014308,1.0,75061,168.0,0.0381558029,0.2257551669,0.2571428571,0.552995391705,0.481927710843,0.416666666667,0.511111111111,0.552
22160.0,-2.0,-2.0,-2.0,,,0.8115942029,1.0,84102-4002,37.0,,0.3405797101,0.5897435897,0.852941176471,,,,0.7674
37304.0,10.0,1.0,3.0,,,0.925,0.3554,22408,132.0,,0.265,0.4232365145,0.756097560976,,,,0.5395
24176.0,-2.0,-2.0,-2.0,,,0.9644012945,0.9231,23464,28.0,,0.2427184466,0.4603960396,0.75,0.80701754386,0.201680672269,,0.4034
53166.0,22.0,9.0,5.0,19964.0,0.0724734043,0.7599734043,0.3724,89002,658.0,0.0099734043,0.2140957447,0.5869565217,0.307943416757,0.271604938272,0.24203187251,0.166666666667,0.2837
62152.0,20.0,12.0,13.0,18697.0,0.3506932702,0.6834629692,0.3884,93012,1305.0,0.0043963476,0.0574907,0.736204576,0.673366834171,0.60152931181,0.092245311708,0.282051282051,0.263
129455.0,28.0,8.0,14.0,60766.0,0.6461538462,0.4923076923,0.9868,02492-1200,46.0,,,,,,,,0.0026
31914.0,-2.0,-2.0,-2.0,,0.0373817745,0.7624981234,0.9521,07652-5002,1699.0,0.0132112295,0.1438222489,0.3156558533,0.677970065482,0.693173293323,0.190395956192,0.700892857143,0.4482
38673.0,10.0,1.0,4.0,,0.0435119832,0.8313038083,0.7368,80919,5257.0,0.0086868844,0.2034437292,0.4734714004,0.699765327075,0.711462450593,0.14335900554,0.7,0.4601
26897.0,-2.0,-2.0,-2.0,,0.0552618933,0.8774627583,0.2308,92626,143.0,0.0091302259,0.1278231619,0.447144593,,,,,0.4938
41067.0,-2.0,-2.0,-2.0,,0.0220865505,0.064823128,1.0,32216,2022.0,0.0310648231,0.1278506015,0.4083629893,0.670145190563,0.799394398183,0.327949438202,0.719242902208,0.3042
69731.0,26.0,9.0,5.0,30821.0,0.0207570208,0.8852258852,0.1948,17601,609.0,,0.2344322344,0.7745454545,0.722222222222,0.591194968553,0.111111111111,0.590909090909,0.5539
27472.0,10.0,1.0,4.0,14736.0,0.0508474576,0.8326271186,0.3017,26330,63.0,,0.1737288136,0.3185185185,0.488448844884,0.641509433962,0.341317365269,0.565217391304,0.4174
32217.0,26.0,6.0,5.0,,0.0326797386,0.9248366013,0.1553,63026,292.0,0.0119825708,0.1198257081,0.1424460432,0.509473684211,0.666666666667,0.263027295285,0.720930232558,0.7188
27065.0,13.0,1.0,4.0,10850.0,0.0061977068,0.5168887512,1.0,30504,410.0,0.0170436938,0.4592500775,0.5308056872,0.353507565337,0.322222222222,0.5617585485,0.333333333333,0.7097
38317.0,9.0,2.0,4.0,,0.0403983252,0.7232092339,0.5487,91764-5107,3406.0,0.0105239335,0.2050469616,0.3000723066,0.678541374474,0.739742804654,0.201135241856,0.703081232493,0.5885
25787.0,1.0,1.0,4.0,8614.0,,0.5604395604,0.9474,99669,,,,,,,0.564102564103,,0.0897
63496.0,18.0,12.0,5.0,8280.0,0.0697804503,0.6541742414,0.08,72207,713.0,0.0190183191,0.1949377709,0.6601941748,0.083167989418,0.096774193548,0.434133679429,0.117845117845,0.8735
36718.0,10.0,1.0,4.0,,0.0412026726,0.8211581292,0.3099,87107-1642,1009.0,0.006013363,0.1572383073,0.343937575,0.713383339913,0.695800227015,0.180578286961,0.688442211055,0.6551
52873.0,-2.0,-2.0,-2.0,,0.034092171,0.0376457524,0.8293,28117,3847.0,0.0182121044,0.1088284287,0.532804989,0.632617118704,0.695442875481,0.270282908581,0.716796875,0.1379
34961.0,29.0,6.0,11.0,6660.0,0.1486486486,0.5,0.6695,22043-2536,21.0,,0.2027027027,0.28125,0.186046511628,,,,0.7375
29491.0,-2.0,-2.0,-2.0,,0.0297202797,0.8741258741,1.0,92211,74.0,0.0192307692,0.1748251748,0.3226277372,0.68073878628,0.825757575758,0.203488372093,,0.3618
39229.0,33.0,9.0,1.0,932.0,0.0917431193,0.5871559633,0.2026,85634-3129,,,0.1376146789,,,,,,0.7245
26209.0,26.0,18.0,0.0,6900.0,0.0576368876,0.7377521614,,60601,65.0,,0.1412103746,0.3922651934,0.444444444444,0.551724137931,0.21511627907,0.566037735849,0.5882
29544.0,10.0,2.0,3.0,,0.039193729,0.9070548712,0.1449,85282,216.0,,0.2497200448,0.5156739812,0.634730538922,,0.244343891403,0.711340206186,0.8156
36089.0,-2.0,-2.0,-2.0,,0.0219123506,0.3366533865,1.0,92508,615.0,0.0292164675,0.1998671979,0.2176801226,0.692660550459,0.786982248521,0.246258503401,0.662790697674,0.7391
30917.0,22.0,6.0,11.0,,0.0938673342,0.6720901126,0.4735,93534,228.0,0.0200250313,0.1314142678,0.3246217331,0.664136622391,0.764397905759,0.185082872928,0.463414634146,0.3436
24540.0,-2.0,-2.0,-2.0,,,0.768,1.0,41071-1968,22.0,,0.168,,0.492957746479,,,,0.6774
25151.0,-2.0,-2.0,-2.0,,,0.7920353982,1.0,90746-7323,46.0,,0.1194690265,0.5254237288,0.829787234043,0.810344827586,0.182389937107,,0.56
20142.0,-2.0,-2.0,-2.0,,,0.2204301075,1.0,75243,,0.1021505376,0.1344086022,,0.905660377358,,,,0.8246
51006.0,20.0,6.0,5.0,8685.0,,0.4,0.1,98407-0186,39.0,,,0.4864864865,0.565217391304,,,,0.7929
19432.0,-2.0,-2.0,-2.0,,,0.6007067138,1.0,00612-0000,,,0.1660777385,,0.512345679012,0.37037037037,0.396825396825,,0.6102
26551.0,-2.0,-2.0,-2.0,,,0.7862068966,1.0,48033,37.0,,0.1586206897,0.6028368794,0.715789473684,,0.215384615385,,0.8097
15511.0,-2.0,-2.0,-2.0,,,0.3264248705,0.8235,77071,,0.1088082902,0.0984455959,,,,0.413793103448,,0.6875
45713.0,-2.0,-2.0,-2.0,,,0.0524590164,1.0,90670,180.0,,0.168852459,0.5350701403,0.889719626168,,,,0.5581
54323.0,-2.0,-2.0,-2.0,,,0.0933014354,1.0,07306,210.0,,0.2559808612,0.48,0.69512195122,0.583333333333,0.207272727273,0.793103448276,0.7086
54323.0,-2.0,-2.0,-2.0,,,0.0933014354,1.0,08830,210.0,,0.2559808612,0.48,0.69512195122,0.583333333333,0.207272727273,0.793103448276,0.7222
22285.0,-2.0,-2.0,-2.0,,,0.8588235294,1.0,33063,34.0,,0.1735294118,0.2294372294,0.523316062176,0.543859649123,0.204918032787,,0.5247
28570.0,-2.0,-2.0,-2.0,,,0.1832220367,1.0,33125,778.0,0.0062604341,0.449081803,0.7754010695,0.847167325428,0.783216783217,0.120889748549,,0.3786
30737.0,10.0,1.0,2.0,23324.0,,0.8858267717,0.7846,29406,112.0,,0.1811023622,0.3657718121,0.700598802395,,0.215568862275,,0.5857
22480.0,-2.0,-2.0,-2.0,,0.0432900433,0.9047619048,1.0,80918,44.0,,0.2294372294,0.3925925926,0.739644970414,0.59375,0.164383561644,,0.3988
16575.0,-2.0,-2.0,-2.0,,0.0651162791,0.111627907,1.0,77071-2202,,,0.1209302326,0.1181818182,0.538461538462,,,,0.5926
33472.0,-2.0,-2.0,-2.0,,,0.8277404922,1.0,78596,106.0,,0.2438478747,0.2367021277,0.769230769231,0.805970149254,0.107476635514,,0.5333
102672.0,26.0,9.0,11.0,36140.0,0.0956906077,0.7977900552,0.004,91606,3368.0,0.0095027624,0.213038674,0.6869047619,0.747831116252,0.617136659436,0.073666849918,0.230051813472,0.5327
37474.0,29.0,6.0,11.0,13940.0,,,0.5714,37067,,,,,0.545454545455,,,,0.5349
45538.0,7.0,1.0,4.0,18701.0,,0.0732484076,0.9565,17801,129.0,,0.0987261146,0.6106870229,0.80790960452,0.867256637168,,,0.2963
79878.0,22.0,9.0,15.0,36100.0,0.1253405995,0.2588555858,0.5922,98052,190.0,,0.0272479564,0.9,0.550802139037,0.496598639456,0.264150943396,,0.1705
35132.0,7.0,2.0,2.0,12056.0,0.0857142857,0.5681632653,0.5697,26554,211.0,,0.1265306122,0.5119047619,0.214064115822,0.28453038674,0.443037974684,0.257731958763,0.1942
19761.0,26.0,6.0,6.0,6970.0,0.0048845471,0.6527531083,0.5833,00910,74.0,,0.1176731794,,0.370509383378,0.249551166966,0.343511450382,0.410714285714,0.7313
36089.0,-2.0,-2.0,-2.0,,0.0219123506,0.3366533865,1.0,91791,615.0,0.0292164675,0.1998671979,0.2176801226,0.692660550459,0.786982248521,0.246258503401,0.662790697674,0.7429
37423.0,-2.0,-2.0,-2.0,,0.029375765,0.3378212974,1.0,80237,179.0,0.0367197062,0.1003671971,0.3275434243,0.658536585366,0.700787401575,0.253358925144,0.746835443038,0.8081
26897.0,-2.0,-2.0,-2.0,,0.0552618933,0.8774627583,0.5,02920,143.0,0.0091302259,0.1278231619,0.447144593,,,,,0.3832
31102.0,7.0,1.0,4.0,,0.0242621764,0.5105920695,0.7244,37421,3186.0,0.0219083831,0.2455187398,0.3793103448,0.465039352116,0.526595744681,0.420002433386,0.481843575419,0.6832
32493.0,-2.0,-2.0,-2.0,,0.0133079848,0.8982889734,1.0,89431,174.0,,0.1663498099,0.3366778149,0.778325123153,0.845360824742,0.158774373259,,0.4474
27182.0,13.0,1.0,4.0,10610.0,,0.5772703133,1.0,77060-2303,119.0,,0.4614976102,0.4347826087,0.232558139535,0.223880597015,0.654855643045,,0.6909
27406.0,-2.0,-2.0,-2.0,15822.0,0.0504507628,0.7128987517,,30093-2813,488.0,0.0142163662,0.2007628294,0.1815834768,0.160587639311,0.460820895522,0.15484804631,0.771428571429,0.5214
40092.0,29.0,9.0,5.0,13515.0,0.0562055363,0.7508344853,0.0082,38118,4069.0,0.0144306956,0.2168987491,0.3378640777,0.154570325072,0.086476540938,0.436315679878,0.067819148936,0.8848
40092.0,20.0,6.0,5.0,13515.0,0.0562055363,0.7508344853,0.0041,19053,4069.0,0.0144306956,0.2168987491,0.3378640777,0.154570325072,0.086476540938,0.436315679878,0.067819148936,0.8864
21241.0,-2.0,-2.0,-2.0,,,0.4455445545,1.0,00603,,,0.1584158416,,0.521739130435,,,,0.6667
31330.0,-2.0,-2.0,-2.0,,,,0.0893,55446,86.0,,0.1201201201,0.5419354839,0.671328671329,0.692307692308,0.188775510204,0.675,0.2791
22271.0,-2.0,-2.0,-2.0,,0.0408163265,,0.6842,45459,44.0,,0.1709183673,0.2803738318,0.59217877095,0.652777777778,0.276018099548,0.555555555556,0.3721
29576.0,26.0,6.0,10.0,,0.0462762111,0.7960954447,0.12,87105,930.0,0.0068691251,0.2161966739,0.2038793103,0.534433693796,0.712676056338,0.268980477223,0.533742331288,0.7392
48414.0,17.0,12.0,5.0,,,0.8163265306,,92123,130.0,,0.3775510204,0.55,0.361111111111,,,,0.9241
18580.0,-2.0,-2.0,-2.0,7795.0,,0.949339207,1.0,00961,,,0.1585903084,,0.627530364372,0.632653061224,0.211009174312,,0.7705
42568.0,2.0,3.0,1.0,10768.0,0.1106360235,0.6060929984,0.2181,95630,35.0,0.0149652592,0.189738108,0.4473684211,0.080329557158,0.062111801242,0.423576423576,,0.346
22831.0,-2.0,-2.0,-2.0,,,,1.0,29020,,,,,,,,,0.25
28806.0,7.0,1.0,3.0,22514.0,0.2824427481,0.6259541985,1.0,37129,213.0,,,0.5319148936,0.424679487179,0.264591439689,0.536489151874,0.161904761905,0.5873
17970.0,-2.0,-2.0,-2.0,,,0.6825842697,,00705,,,0.0337078652,,0.553191489362,0.55737704918,,,0.3333
23921.0,-2.0,-2.0,-2.0,,0.0598559856,0.9477947795,0.6,23112,179.0,0.0090009001,0.1143114311,0.3591269841,0.550340651022,0.609523809524,0.346899224806,0.546875,0.4643
25073.0,-2.0,-2.0,-2.0,,0.0420210105,0.9449724862,0.7647,21117,136.0,0.0085042521,0.1140570285,0.2907216495,0.55,0.629834254144,0.371837183718,0.517647058824,0.4556
25073.0,-2.0,-2.0,-2.0,,0.0420210105,0.9449724862,0.7273,15122,136.0,0.0085042521,0.1140570285,0.2907216495,0.55,0.629834254144,0.371837183718,0.517647058824,0.3188
38938.0,-2.0,-2.0,-2.0,,,0.8,0.2857,90603-0000,,,,,0.666666666667,,,,0.3143
24047.0,10.0,1.0,4.0,,,0.8387096774,1.0,33014,,,0.4193548387,,0.541666666667,,,,1.0
35017.0,7.0,1.0,4.0,,,0.6797752809,1.0,92020,36.0,,0.3146067416,0.4202898551,,,,,0.4762
39494.0,-2.0,-2.0,-2.0,,,,1.0,33014,32.0,,0.3684210526,0.7378640777,0.85,,,,0.4792
37709.0,22.0,7.0,7.0,6768.0,,0.5555555556,0.4091,78224-1443,,,0.2839506173,,,,0.5,,0.6667
23023.0,-2.0,-2.0,-2.0,,,0.46875,0.75,33409,,,0.171875,,0.607142857143,,,,0.2667
21365.0,-2.0,-2.0,-2.0,,,0.8775510204,1.0,36606,,,0.193877551,0.3636363636,0.655172413793,,,,0.6
25089.0,-2.0,-2.0,-2.0,,,,0.8421,38464,,,0.3142857143,,,,,,0.2174
23966.0,-2.0,-2.0,-2.0,,0.0642201835,0.9577981651,0.9545,28054,57.0,,0.1247706422,0.2802547771,0.585714285714,0.608695652174,0.212264150943,0.717391304348,0.3382
22916.0,-2.0,-2.0,-2.0,,,0.8156682028,1.0,91502-2750,43.0,,0.534562212,,0.75,,,,0.8103
30337.0,-2.0,-2.0,-2.0,,,0.881443299,1.0,95356,34.0,,0.1855670103,,0.830508474576,,,,0.6261
36330.0,12.0,2.0,4.0,,0.0353130016,0.4991974318,0.8045,78752,144.0,,0.0866773676,0.4722222222,0.626506024096,0.63687150838,0.301587301587,0.622641509434,0.3573
32195.0,12.0,1.0,3.0,17279.0,0.0378787879,0.5227272727,0.2258,77022-4322,71.0,,0.1994949495,0.3387978142,0.459770114943,0.550724637681,0.321167883212,0.458333333333,0.5644
20854.0,-2.0,-2.0,-2.0,15155.0,,0.4607454401,1.0,00917,36.0,,0.0959555908,0.5454545455,0.701598579041,0.596977329975,0.204588910134,0.573170731707,0.2582
25847.0,-2.0,-2.0,-2.0,,,,1.0,43551,31.0,,0.1326530612,,,,,,0.6556
26068.0,-2.0,-2.0,-2.0,,,0.1777777778,1.0,70817,41.0,,0.1722222222,0.6333333333,0.436363636364,,0.208333333333,,0.5278
17162.0,-2.0,-2.0,-2.0,7380.0,,0.5084269663,1.0,00791,,,0.1039325843,,0.530805687204,0.686567164179,0.422459893048,,0.2644
25373.0,10.0,1.0,4.0,,,0.9290322581,1.0,30067,41.0,,0.1096774194,0.118895966,0.437869822485,,0.36170212766,,0.7137
16002.0,-2.0,-2.0,-2.0,,,0.6094890511,1.0,00961,,,0.0948905109,,0.300653594771,0.408450704225,0.431818181818,,0.4
33696.0,24.0,6.0,5.0,13923.0,,0.5689655172,,28227-9446,,,0.4310344828,,,,,,1.0
27126.0,26.0,9.0,7.0,,0.0435897436,0.8615384615,0.086,84111,242.0,,0.4871794872,,,,0.087837837838,0.714285714286,0.8315
58389.0,-2.0,-2.0,-2.0,,0.0284974093,0.8704663212,0.551,19095,67.0,,0.1424870466,0.3090909091,0.351239669421,,0.310924369748,,0.8675
35562.0,-2.0,-2.0,-2.0,,,,0.4286,84115,33.0,,0.3103448276,0.6551724138,,,,,0.5106
31156.0,10.0,1.0,2.0,23324.0,,0.8723404255,0.8519,29223,52.0,,0.2127659574,,0.726744186047,,0.22695035461,,0.5568
29287.0,-2.0,-2.0,-2.0,,,0.8423913043,1.0,20036,44.0,,0.058423913,0.1469194313,0.477611940299,0.556701030928,0.509259259259,,0.4487
17556.0,-2.0,-2.0,-2.0,,,,1.0,85225-4775,,,0.2181818182,,0.606060606061,,,,0.6741
24707.0,-2.0,-2.0,-2.0,,0.0478873239,0.9341549296,1.0,70506,359.0,,0.1271126761,0.5267175573,0.558743169399,0.624678663239,0.293737895416,0.547619047619,0.5043
28951.0,8.0,2.0,3.0,12004.0,0.0499296765,0.5696202532,0.4802,25701,214.0,,0.1969057665,,0.219480519481,0.259259259259,0.511111111111,0.195402298851,0.3673
36144.0,18.0,15.0,11.0,12422.0,0.0610153427,0.6963450033,0.2521,85286,1622.0,0.0284935727,0.2333392572,0.2741547602,0.163817145629,0.131543624161,0.534944391048,0.128755364807,0.8517
36144.0,20.0,6.0,7.0,14725.0,0.0610153427,0.6963450033,0.1429,77042,1622.0,0.0284935727,0.2333392572,0.2741547602,0.163817145629,0.131543624161,0.534944391048,0.128755364807,0.7852
64368.0,16.0,13.0,10.0,43863.0,0.8539626002,0.536360938,0.9098,95343-5603,1101.0,,0.0050460077,0.7181008902,0.687665782493,0.64930784443,0.055387713998,0.080291970803,0.0232
31349.0,8.0,1.0,4.0,19518.0,0.0484189723,0.7714097497,0.9459,77067,1377.0,0.0081247255,0.1537110233,0.2807665666,0.628140703518,0.599378881988,0.344468135513,0.525073746313,0.4305
26897.0,-2.0,-2.0,-2.0,,0.0552618933,0.8774627583,0.6875,32765,143.0,0.0091302259,0.1278231619,0.447144593,,,,,0.3644
38673.0,10.0,2.0,4.0,,0.0435119832,0.8313038083,0.7574,89121,5257.0,0.0086868844,0.2034437292,0.4734714004,0.699765327075,0.711462450593,0.14335900554,0.7,0.5356
31349.0,10.0,1.0,4.0,21147.0,0.0484189723,0.7714097497,0.8851,37214,1377.0,0.0081247255,0.1537110233,0.2807665666,0.628140703518,0.599378881988,0.344468135513,0.525073746313,0.5588
48991.0,20.0,9.0,5.0,6960.0,0.0753275109,0.6899563319,0.005,65248-1198,808.0,0.010371179,0.2980349345,0.6300268097,0.470531400966,0.412698412698,0.146414342629,0.318407960199,0.3458
39876.0,-2.0,-2.0,-2.0,,0.0539517274,0.8712730715,0.8232,92503,676.0,0.008045433,0.1599621391,0.3628318584,0.794117647059,0.694444444444,0.191387559809,0.604395604396,0.5762
27406.0,-2.0,-2.0,-2.0,15822.0,0.0504507628,0.7128987517,,77036-8001,488.0,0.0142163662,0.2007628294,0.1815834768,0.160587639311,0.460820895522,0.15484804631,0.771428571429,0.4638
22859.0,-2.0,-2.0,-2.0,,,,1.0,00602,,,0.3684210526,,0.657142857143,,,,0.625
21954.0,-2.0,-2.0,-2.0,,,0.9371980676,1.0,72032,,,0.2560386473,0.5315315315,0.612903225806,0.594594594595,,,0.2424
27803.0,-2.0,-2.0,-2.0,,0.0242165242,0.9116809117,0.5714,01581,152.0,0.0213675214,0.1809116809,0.5844155844,0.774086378738,0.779527559055,0.151428571429,0.80303030303,0.5509
27803.0,-2.0,-2.0,-2.0,,0.0242165242,0.9116809117,0.6379,02360,152.0,0.0213675214,0.1809116809,0.5844155844,0.774086378738,0.779527559055,0.151428571429,0.80303030303,0.56
97827.0,28.0,8.0,10.0,26505.0,0.0971786834,0.1379310345,0.9163,84111-1917,,,,0.8849557522,,,,,0.0561
43418.0,22.0,11.0,10.0,38442.0,0.2263533971,0.6353397118,0.8947,28202,2055.0,0.0024221872,0.0268862783,0.7355204536,0.584014956766,0.534516218464,0.286821705426,0.139689578714,0.0428
120163.0,26.0,9.0,11.0,,0.1440677966,0.7429378531,,89014,596.0,,0.2062146893,0.7235023041,0.910828025478,,,0.759259259259,0.6834
32886.0,10.0,1.0,4.0,16049.0,0.0386199794,0.7693099897,0.4722,34952,543.0,0.0128733265,0.201853759,0.3254048583,0.648784576697,0.630996309963,0.225589225589,0.575471698113,0.5884
46441.0,-2.0,-2.0,-2.0,16757.0,,0.0596330275,1.0,20109,54.0,,0.2201834862,0.261682243,0.431818181818,0.5,0.314285714286,0.52380952381,0.5533
19120.0,-2.0,-2.0,-2.0,,,,1.0,83318,,,0.2941176471,,,,,,0.4333
51222.0,-2.0,-2.0,-2.0,,0.0206434815,0.0349637344,0.8713,19341,2244.0,0.0202715269,0.1127022503,0.5628328009,0.631135200241,0.695342465753,0.279002079002,0.70253164557,0.1164
25088.0,-2.0,-2.0,-2.0,,0.0404551201,0.9532237674,0.85,29301,128.0,,0.198482933,0.2582781457,0.507575757576,0.627737226277,0.174603174603,0.642857142857,0.4255
25088.0,-2.0,-2.0,-2.0,,0.0404551201,0.9532237674,0.7,29209,128.0,,0.198482933,0.2582781457,0.507575757576,0.627737226277,0.174603174603,0.642857142857,0.5724
38683.0,-2.0,-2.0,-2.0,,0.0393533291,0.4269304403,0.9375,06484,2305.0,0.0114869177,0.1195490321,0.396273737,0.673611111111,0.682575757576,0.269959404601,0.676975945017,0.3634
27530.0,8.0,2.0,4.0,,0.0666666667,0.8448087432,0.6875,89128,404.0,0.0218579235,0.1737704918,0.4230769231,0.757009345794,0.744897959184,0.211726384365,0.775510204082,0.5152
32349.0,-2.0,-2.0,-2.0,,0.0446428571,0.744047619,,60604-4110,75.0,,0.1369047619,0.5087719298,0.729411764706,0.78,0.231182795699,,0.8558
49520.0,21.0,11.0,12.0,26354.0,0.3147751606,0.4839400428,0.8298,34142-9505,131.0,,,0.6419753086,0.493927125506,,0.148471615721,0.172413793103,0.0183
32088.0,-2.0,-2.0,-2.0,,,0.9223300971,,62002,60.0,,0.1747572816,,0.78640776699,,,,0.6341
34846.0,-2.0,-2.0,-2.0,,,0.9329268293,1.0,95993,65.0,,0.2256097561,0.3202846975,0.841584158416,0.769230769231,,,0.4615
28190.0,10.0,1.0,3.0,15330.0,0.0482758621,0.924137931,0.3452,32701,158.0,,0.2689655172,,0.598130841121,,0.20487804878,0.392857142857,0.6687
39888.0,10.0,2.0,4.0,,0.0318471338,0.847133758,1.0,93534,241.0,,0.1592356688,0.3039049236,0.702127659574,0.639455782313,0.19623655914,0.594594594595,0.5516
34577.0,10.0,1.0,4.0,14250.0,0.0322033898,0.9415254237,0.4095,34606,431.0,,0.1779661017,0.253611557,0.563552833078,0.542635658915,0.274319066148,0.644444444444,0.715
39217.0,3.0,1.0,4.0,9010.0,,,0.6122,92374-2893,,,,,,,0.311111111111,,0.0248
48962.0,26.0,18.0,0.0,,,,,07003-3551,,,,,,,,,1.0
40650.0,22.0,8.0,13.0,16850.0,0.1079812207,0.3755868545,0.5932,72762,30.0,,0.1267605634,,0.35632183908,,0.505747126437,,0.0743
20156.0,-2.0,-2.0,-2.0,,,0.7452471483,1.0,40517,19.0,,0.1673003802,,0.529411764706,0.6,0.460869565217,,0.4786
24290.0,-2.0,-2.0,-2.0,9180.0,,0.7952380952,1.0,60077,39.0,,0.3142857143,,0.830188679245,,,,1.0
26872.0,-2.0,-2.0,-2.0,,0.0588235294,0.9534313725,1.0,98208,205.0,,0.2254901961,0.6378600823,0.874316939891,,0.085545722714,,0.4641
16715.0,-2.0,-2.0,-2.0,,,0.8951612903,0.75,48060,41.0,,0.189516129,0.5321637427,0.69696969697,0.776119402985,0.151315789474,,0.2933
37571.0,-2.0,-2.0,-2.0,,,0.9194312796,0.5,07083,85.0,,0.2156398104,0.4502923977,0.518518518519,0.603174603175,0.3046875,,0.3556
43264.0,-2.0,-2.0,-2.0,8046.0,,,1.0,26047,26.0,,0.2894736842,,,,,,0.72
31758.0,30.0,7.0,13.0,25650.0,0.193877551,0.3367346939,0.8472,91105,,,,0.5714285714,0.560975609756,,0.296296296296,,0.1275
11998.0,-2.0,-2.0,-2.0,7077.0,,0.6111111111,1.0,00602,,,,,0.590909090909,,,,0.25
39544.0,30.0,6.0,10.0,17027.0,0.0868055556,0.1458333333,0.8894,37203,232.0,,0.0711805556,0.5041322314,0.552533992583,0.546875,0.436071126164,0.542452830189,0.5867
29893.0,7.0,2.0,4.0,,0.0276890309,0.4973375932,0.9401,32809,472.0,0.0127795527,0.2332268371,0.1575342466,0.471443406023,0.519553072626,0.350790513834,0.68,0.5019
62144.0,26.0,9.0,15.0,,0.0547085202,0.7677130045,0.7214,92612,505.0,0.0762331839,0.1937219731,0.5415896488,0.688588007737,0.641860465116,0.188081936685,0.671140939597,0.7228
28865.0,10.0,1.0,4.0,11822.0,,0.8245614035,1.0,68112-1810,,,0.1754385965,,,,,,0.9286
31853.0,24.0,9.0,11.0,14500.0,,,0.7075,10950,167.0,,0.1524926686,,0.805104408353,0.748322147651,0.089147286822,,
52374.0,18.0,13.0,10.0,23900.0,0.3489932886,0.4899328859,0.6226,17101-2208,43.0,,,0.5483870968,0.339285714286,0.296296296296,0.252380952381,,0.0958
39293.0,3.0,2.0,1.0,7464.0,0.0577211394,0.6176911544,0.3309,25403,142.0,0.0082458771,0.2023988006,0.3925,0.323943661972,0.302197802198,0.492307692308,0.275,0.617
26422.0,10.0,1.0,4.0,,0.0402843602,0.9431279621,0.3571,32174-8445,91.0,,0.2440758294,0.2351097179,0.676767676768,0.578947368421,0.179104477612,,0.5254
33601.0,-2.0,-2.0,-2.0,,0.0263603841,0.5048013557,0.986,38637,1738.0,0.0274901149,0.1713424967,0.3142108328,0.741729323308,0.760969976905,0.212174524982,0.793413173653,0.4838
80980.0,26.0,9.0,5.0,6630.0,,0.6914893617,,92108,135.0,,0.3617021277,0.5047619048,0.286486486486,,,,0.9309
23589.0,-2.0,-2.0,-2.0,,0.057793345,0.9515469936,0.6944,85323,157.0,0.0058377116,0.1307647402,0.2649769585,0.490512333966,0.580858085809,0.342602892102,0.515463917526,0.3882
24022.0,-2.0,-2.0,-2.0,,0.0589812332,0.9481680071,0.7188,80123,135.0,0.0102770331,0.1228775693,0.2938931298,0.546854942234,0.631696428571,0.363123236124,0.540816326531,0.3214
24022.0,-2.0,-2.0,-2.0,,0.0589812332,0.9481680071,0.6176,80017,135.0,0.0102770331,0.1228775693,0.2938931298,0.546854942234,0.631696428571,0.363123236124,0.540816326531,0.5313
49841.0,26.0,9.0,7.0,22603.0,0.0349206349,0.8031746032,0.1685,84020-6545,307.0,0.0158730159,0.4507936508,0.4375,0.638157894737,0.72972972973,0.111380145278,0.496453900709,0.6864
38317.0,9.0,1.0,4.0,,0.0403983252,0.7232092339,0.7,95368-9090,3406.0,0.0105239335,0.2050469616,0.3000723066,0.678541374474,0.739742804654,0.201135241856,0.703081232493,0.4077
37518.0,26.0,6.0,11.0,17112.0,0.0275080906,0.7718446602,0.1905,84041,126.0,,0.3527508091,0.2874109264,0.59512195122,0.666666666667,0.233333333333,,0.7391
